id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15
2401,4,25,5,1,157,2,110,53,3,18,2,1,1,0,0,0
2402,2,10,1,0,23,0,100,10,1,0,0,0,0,0,0,0
2403,2,8,1,0,13,0,27,8,0,0,0,0,0,0,0,0
2404,2,9,1,0,15,0,51,9,3,0,0,0,0,0,0,0
2405,7,36,18,3,140,23,247,172,2,38,9,2,1,3,0,0
2406,2,21,1,0,141,0,170,21,1,0,0,0,0,0,0,0
2407,4,17,6,0,29,4,107,51,0,0,0,0,0,0,0,0
2408,4,14,6,0,18,4,65,42,1,0,0,0,0,0,0,0
2409,4,11,6,0,12,4,37,33,0,0,0,0,0,0,0,0
2410,2,6,1,0,5,0,25,6,1,0,0,0,0,0,0,0
2411,2,4,1,0,3,0,69,4,0,0,0,0,0,0,0,0
2412,4,67,6,0,1459,4,521,199,11,0,0,1,0,0,0,0
2413,4,14,6,0,22,4,192,42,1,0,0,0,0,0,0,0
2414,4,26,6,0,112,4,258,78,9,0,0,0,0,0,0,0
2415,4,22,6,0,77,4,98,64,1,0,0,1,0,0,0,0
2416,2,16,1,0,104,0,69,16,1,0,0,0,0,0,0,0
2417,2,10,1,0,24,0,61,10,0,0,0,0,0,0,0,0
2418,8,50,28,0,238,56,387,346,6,0,0,2,0,0,0,0
2419,6,22,15,0,45,20,106,108,0,0,0,1,0,0,0,0
2420,2,9,1,0,16,0,40,9,0,0,0,0,0,0,0,0
2421,2,10,1,0,24,0,37,10,0,0,0,0,0,0,0,0
2422,4,12,6,0,20,4,113,36,0,0,0,0,0,0,0,0
2423,6,69,15,0,562,20,698,343,16,0,0,1,0,0,0,0
2424,4,21,6,0,65,4,144,63,0,0,0,0,0,0,0,0
2425,6,32,15,0,85,20,242,160,2,0,0,0,0,0,0,0
2426,2,5,1,0,4,0,26,5,0,0,0,0,0,0,0,0
2427,4,24,6,0,145,4,158,72,1,0,0,0,0,0,0,0
2428,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2429,2,3,1,0,1,0,8,3,0,0,0,0,0,0,0,0
2430,2,57,1,0,1424,0,462,55,10,0,0,1,0,0,0,0
2431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,2,9,1,0,16,0,32,9,0,0,0,0,0,0,0,0
2434,5,20,10,0,67,10,165,78,1,0,0,1,0,0,0,0
2435,1,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0
2436,4,22,6,0,86,4,191,64,1,0,0,1,0,0,0,0
2437,4,14,6,0,17,4,55,40,2,0,0,1,0,0,0,0
2438,4,10,6,0,9,4,30,28,0,0,0,1,0,0,0,0
2439,4,14,6,0,18,4,43,42,2,0,0,0,0,0,0,0
2440,3,6,2,1,4,0,25,9,0,3,1,0,0,0,0,0
2441,3,6,2,1,4,0,22,9,0,3,1,0,0,0,0,0
2442,4,12,5,1,24,2,40,34,0,2,2,0,0,0,0,0
2443,2,12,1,0,39,0,45,12,0,0,0,0,0,0,0,0
2444,5,148,8,2,8021,5,808,320,58,262,4,2,3,1,0,0
2445,3,26,3,0,178,1,261,52,2,0,0,0,0,0,0,0
2446,8,168,23,5,8094,33,839,849,55,311,17,3,5,5,1,0
2447,2,10,1,0,24,0,39,10,0,0,0,0,0,0,0,0
2448,4,8,6,0,6,4,69,24,1,0,0,0,0,0,0,0
2449,2,16,1,0,61,0,244,16,4,0,0,0,0,0,0,0
2450,12,211,62,4,8238,186,1204,1755,66,540,28,9,4,6,0,0
2451,10,181,44,1,8250,112,954,1483,61,132,8,4,3,0,0,0
2452,2,8,1,0,13,0,51,8,0,0,0,0,0,0,0,0
2453,2,4,1,0,3,0,23,4,0,0,0,0,0,0,0,0
2454,3,12,2,1,18,0,30,14,1,6,1,1,1,0,0,0
2455,5,17,8,2,25,5,63,55,0,11,4,0,1,1,0,0
2456,4,29,6,0,163,4,230,87,5,0,0,0,0,0,0,0
2457,5,45,10,0,458,10,222,180,5,0,0,0,0,0,0,0
2458,3,9,3,0,10,1,55,18,0,0,0,0,0,0,0,0
2459,4,9,6,0,7,4,61,27,0,0,0,0,0,0,0,0
2460,4,11,6,0,13,4,46,33,1,0,0,0,0,0,0,0
2461,2,7,1,0,9,0,27,7,0,0,0,0,0,0,0,0
2462,2,7,1,0,9,0,45,7,0,0,0,0,0,0,0,0
2463,5,29,10,0,86,10,265,116,5,0,0,0,0,0,0,0
2464,11,48,54,1,233,156,234,472,1,4,9,1,1,0,0,0
2465,2,16,1,0,59,0,72,14,1,0,0,1,0,0,0,0
2466,4,24,6,0,84,4,323,72,7,0,0,0,0,0,0,0
2467,3,6,3,0,6,1,60,12,0,0,0,0,0,0,0,0
2468,1,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0
2469,2,8,1,0,20,0,38,8,1,0,0,0,0,0,0,0
2470,2,6,1,0,10,0,24,6,0,0,0,0,0,0,0,0
2471,2,10,1,0,24,0,47,10,0,0,0,0,0,0,0,0
2472,6,26,15,0,72,20,126,130,3,0,0,0,0,0,0,0
2473,2,2,1,0,0,0,6,2,0,0,0,0,0,0,0,0
2474,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2475,2,18,1,0,105,0,136,18,3,0,0,0,0,0,0,0
2476,8,154,28,0,8232,56,880,1070,63,0,0,4,0,0,0,0
2477,2,61,1,0,1442,0,591,59,10,0,0,1,0,0,0,0
2478,2,6,1,0,10,0,69,6,0,0,0,0,0,0,0,0
2479,2,6,1,0,9,0,26,6,1,0,0,0,0,0,0,0
2480,4,17,6,0,45,4,61,51,0,0,0,0,0,0,0,0
2481,4,13,6,0,21,4,44,39,0,0,0,0,0,0,0,0
2482,4,12,6,0,10,4,32,36,2,0,0,0,0,0,0,0
2483,4,6,4,2,4,1,19,14,0,4,2,0,0,1,0,0
2484,4,7,4,2,7,1,22,17,0,4,2,0,0,1,0,0
2485,6,106,15,0,1851,20,727,530,18,0,0,0,0,0,0,0
2486,4,25,6,0,206,4,129,75,5,0,0,0,0,0,0,0
2487,2,4,1,0,3,0,25,4,0,0,0,0,0,0,0,0
2488,2,2,1,0,0,0,6,2,0,0,0,0,0,0,0,0
2489,2,4,1,0,3,0,15,4,0,0,0,0,0,0,0,0
2490,2,17,1,0,76,0,258,17,0,0,0,0,0,0,0,0
2491,4,21,6,0,77,4,300,63,2,0,0,0,0,0,0,0
2492,6,219,14,1,9945,16,1306,952,107,129,4,6,1,0,0,0
2493,4,23,6,0,61,4,109,69,1,0,0,0,0,0,0,0
2494,2,8,1,0,13,0,45,8,0,0,0,0,0,0,0,0
2495,3,14,3,0,38,1,71,28,0,0,0,0,0,0,0,0
2496,2,13,1,0,47,0,81,13,1,0,0,0,0,0,0,0
2497,4,35,6,0,255,4,243,105,7,0,0,0,0,0,0,0
2498,3,17,3,0,54,1,74,34,0,0,0,0,0,0,0,0
2499,4,19,6,0,49,4,167,57,1,0,0,0,0,0,0,0
2500,4,74,6,0,1581,4,628,220,17,0,0,1,0,0,0,0
2501,6,43,15,0,397,20,281,213,4,0,0,1,0,0,0,0
2502,2,16,1,0,63,0,170,16,2,0,0,0,0,0,0,0
2503,5,40,9,1,194,7,602,139,7,11,3,2,3,0,0,0
2504,4,17,6,0,54,4,134,51,1,0,0,0,0,0,0,0
2505,2,13,1,0,46,0,147,13,2,0,0,0,0,0,0,0
2506,2,19,1,0,123,0,181,19,0,0,0,0,0,0,0,0
2507,4,16,6,0,33,4,176,48,1,0,0,0,0,0,0,0
2508,4,33,6,0,241,4,233,99,6,0,0,0,0,0,0,0
2509,6,30,15,0,102,20,194,150,2,0,0,0,0,0,0,0
2510,2,4,1,0,3,0,23,4,0,0,0,0,0,0,0,0
2511,2,4,1,0,2,0,14,4,1,0,0,0,0,0,0,0
2512,2,7,1,0,14,0,44,7,1,0,0,0,0,0,0,0
2513,2,4,1,0,3,0,30,4,0,0,0,0,0,0,0,0
2514,2,22,1,0,102,0,344,20,9,0,0,1,0,0,0,0
2515,6,27,15,0,75,20,235,133,4,0,0,1,0,0,0,0
2516,4,12,6,0,16,4,64,36,0,0,0,0,0,0,0,0
2517,2,4,1,0,3,0,18,4,0,0,0,0,0,0,0,0
2518,6,35,15,0,112,20,182,171,5,0,0,2,0,0,0,0
2519,6,33,15,0,79,20,230,159,1,0,0,3,0,0,0,0
2520,4,39,6,0,443,4,198,117,5,0,0,0,0,0,0,0
2521,2,11,1,0,31,0,43,11,0,0,0,0,0,0,0,0
2522,4,6,6,0,2,4,35,18,1,0,0,0,0,0,0,0
2523,2,9,1,0,18,0,49,9,0,0,0,0,0,0,0,0
2524,4,17,6,0,37,4,90,51,0,0,0,0,0,0,0,0
2525,4,14,6,0,18,4,194,42,1,0,0,0,0,0,0,0
2526,4,14,6,0,38,4,79,42,1,0,0,0,0,0,0,0
2527,2,22,1,0,172,0,166,22,2,0,0,0,0,0,0,0
2528,2,12,1,0,38,0,74,12,1,0,0,0,0,0,0,0
2529,2,11,1,0,24,0,100,11,1,0,0,0,0,0,0,0
2530,7,26,21,0,81,35,257,154,1,0,0,1,0,0,0,0
2531,2,20,1,0,103,0,71,20,3,0,0,0,0,0,0,0
2532,2,3,1,0,1,0,5,3,0,0,0,0,0,0,0,0
2533,2,4,1,0,3,0,11,4,0,0,0,0,0,0,0,0
2534,6,22,15,0,35,20,248,110,1,0,0,0,0,0,0,0
2535,4,8,6,0,10,4,35,24,0,0,0,0,0,0,0,0
2536,2,15,1,0,68,0,191,15,1,0,0,0,0,0,0,0
2537,2,6,1,0,6,0,27,6,0,0,0,0,0,0,0,0
2538,6,25,15,0,43,20,187,125,1,0,0,0,0,0,0,0
2539,6,16,15,0,23,20,96,80,0,0,0,0,0,0,0,0
2540,2,7,1,0,11,0,26,7,0,0,0,0,0,0,0,0
2541,2,33,1,0,380,0,271,33,8,0,0,0,0,0,0,0
2542,2,7,1,0,9,0,21,7,0,0,0,0,0,0,0,0
2543,4,10,6,0,12,4,29,30,1,0,0,0,0,0,0,0
2544,2,55,1,0,1421,0,445,55,10,0,0,0,0,0,0,0
2545,2,6,1,0,10,0,100,6,0,0,0,0,0,0,0,0
2546,4,10,6,0,9,4,52,30,0,0,0,0,0,0,0,0
2547,2,133,1,0,8199,0,696,133,63,0,0,0,0,0,0,0
2548,2,8,1,0,21,0,45,8,0,0,0,0,0,0,0,0
2549,2,5,1,0,6,0,26,5,0,0,0,0,0,0,0,0
2550,2,37,1,0,626,0,265,37,4,0,0,0,0,0,0,0
2551,2,4,1,0,3,0,45,4,0,0,0,0,0,0,0,0
2552,2,13,1,0,35,0,109,13,3,0,0,0,0,0,0,0
2553,6,22,15,0,40,20,148,110,0,0,0,0,0,0,0,0
2554,2,14,1,0,56,0,192,14,2,0,0,0,0,0,0,0
2555,5,63,10,0,1427,10,458,250,11,0,0,1,0,0,0,0
2556,3,5,2,1,6,0,65,9,0,1,1,0,0,0,0,0
2557,2,2,0,1,0,0,8,0,0,2,0,0,0,0,0,0
2558,3,5,2,1,5,0,28,9,1,1,1,0,0,0,0,0
2559,2,4,1,0,3,0,23,4,0,0,0,0,0,0,0,0
2560,4,19,6,0,81,4,201,57,3,0,0,0,0,0,0,0
2561,2,7,1,0,9,0,36,7,0,0,0,0,0,0,0,0
2562,4,21,6,0,106,4,244,63,3,0,0,0,0,0,0,0
2563,3,12,3,0,17,1,62,24,2,0,0,0,0,0,0,0
2564,5,25,9,1,96,7,285,90,0,10,3,0,0,0,0,0
2565,3,6,2,1,4,0,23,9,0,1,1,0,1,0,0,0
2566,3,4,1,2,1,0,8,3,0,5,0,0,0,1,0,0
2567,4,5,5,1,1,2,62,12,0,1,2,0,1,0,0,0
2568,2,57,1,0,1423,0,444,57,11,0,0,0,0,0,0,0
2569,3,10,3,0,14,1,30,18,0,0,0,1,0,0,0,0
2570,6,17,15,0,28,20,75,83,0,0,0,1,0,0,0,0
2571,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2572,2,2,1,0,0,0,59,2,0,0,0,0,0,0,0,0
2573,2,57,1,0,1525,0,414,57,15,0,0,0,0,0,0,0
2574,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
2575,2,4,1,0,3,0,22,4,0,0,0,0,0,0,0,0
2576,4,27,6,0,107,4,238,81,5,0,0,0,0,0,0,0
2577,4,15,6,0,23,4,75,45,1,0,0,0,0,0,0,0
2578,4,14,6,0,18,4,177,42,1,0,0,0,0,0,0,0
2579,4,17,6,0,31,4,69,51,0,0,0,0,0,0,0,0
2580,4,18,6,0,59,4,86,52,2,0,0,1,0,0,0,0
2581,2,6,1,0,6,0,151,6,0,0,0,0,0,0,0,0
2582,4,61,6,0,1431,4,504,183,10,0,0,0,0,0,0,0
2583,2,8,1,0,13,0,86,8,0,0,0,0,0,0,0,0
2584,2,8,1,0,13,0,42,8,0,0,0,0,0,0,0,0
2585,4,28,6,0,190,4,200,84,2,0,0,0,0,0,0,0
2586,2,14,1,0,57,0,250,14,1,0,0,0,0,0,0,0
2587,2,5,1,0,6,0,15,5,0,0,0,0,0,0,0,0
2588,2,4,1,0,3,0,13,4,0,0,0,0,0,0,0,0
2589,1,2,0,0,0,0,10,0,1,0,0,0,0,0,0,0
2590,3,10,2,1,21,0,53,10,0,8,1,0,1,0,0,0
2591,2,63,1,0,1544,0,476,61,17,0,0,1,0,0,0,0
2592,2,12,1,0,30,0,64,12,0,0,0,0,0,0,0,0
2593,2,7,1,0,9,0,43,7,0,0,0,0,0,0,0,0
2594,4,15,6,0,60,4,68,45,6,0,0,0,0,0,0,0
2595,2,5,1,0,4,0,27,5,0,0,0,0,0,0,0,0
2596,4,28,6,0,121,4,269,84,7,0,0,0,0,0,0,0
2597,6,18,15,0,23,20,87,90,0,0,0,0,0,0,0,0
2598,2,10,1,0,22,0,72,10,2,0,0,0,0,0,0,0
2599,4,18,6,0,58,4,110,54,3,0,0,0,0,0,0,0
2600,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
2601,4,6,6,0,3,4,23,18,0,0,0,0,0,0,0,0
2602,2,9,1,0,15,0,17,9,3,0,0,0,0,0,0,0
2603,2,4,1,0,3,0,41,4,0,0,0,0,0,0,0,0
2604,4,36,6,0,297,4,393,108,11,0,0,0,0,0,0,0
2605,2,8,1,0,21,0,37,8,0,0,0,0,0,0,0,0
2606,2,4,1,0,3,0,27,4,0,0,0,0,0,0,0,0
2607,2,6,1,0,5,0,181,6,1,0,0,0,0,0,0,0
2608,4,46,6,0,499,4,203,136,5,0,0,1,0,0,0,0
2609,2,7,1,0,15,0,36,7,0,0,0,0,0,0,0,0
2610,2,15,1,0,88,0,243,15,3,0,0,0,0,0,0,0
2611,2,8,1,0,21,0,63,8,0,0,0,0,0,0,0,0
2612,2,134,1,0,8203,0,699,132,63,0,0,1,0,0,0,0
2613,2,8,1,0,13,0,27,8,0,0,0,0,0,0,0,0
2614,6,12,15,0,16,20,41,60,0,0,0,0,0,0,0,0
2615,2,131,1,0,8194,0,689,131,63,0,0,0,0,0,0,0
2616,2,16,1,0,69,0,289,16,3,0,0,0,0,0,0,0
2617,2,5,1,0,6,0,22,5,0,0,0,0,0,0,0,0
2618,2,2,1,0,0,0,9,2,0,0,0,0,0,0,0,0
2619,2,2,1,0,0,0,12,2,0,0,0,0,0,0,0,0
2620,2,8,1,0,20,0,83,8,1,0,0,0,0,0,0,0
2621,2,10,1,0,34,0,59,10,2,0,0,0,0,0,0,0
2622,2,10,1,0,36,0,74,10,0,0,0,0,0,0,0,0
2623,2,4,1,0,3,0,14,4,0,0,0,0,0,0,0,0
2624,4,12,6,0,24,4,61,36,0,0,0,0,0,0,0,0
2625,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
2626,2,4,1,0,3,0,136,4,0,0,0,0,0,0,0,0
2627,2,130,1,0,8193,0,689,130,63,0,0,0,0,0,0,0
2628,2,6,1,0,10,0,27,6,0,0,0,0,0,0,0,0
2629,2,13,1,0,64,0,134,13,2,0,0,0,0,0,0,0
2630,2,6,1,0,9,0,26,6,1,0,0,0,0,0,0,0
2631,2,6,1,0,10,0,26,6,0,0,0,0,0,0,0,0
2632,2,6,1,0,10,0,20,6,0,0,0,0,0,0,0,0
2633,2,16,1,0,77,0,197,16,4,0,0,0,0,0,0,0
2634,4,4,6,0,0,4,17,12,0,0,0,0,0,0,0,0
2635,2,4,1,0,3,0,6,4,0,0,0,0,0,0,0,0
2636,2,4,1,0,3,0,5,4,0,0,0,0,0,0,0,0
2637,2,5,1,0,6,0,21,5,0,0,0,0,0,0,0,0
2638,2,8,1,0,21,0,39,8,0,0,0,0,0,0,0,0
2639,2,5,1,0,6,0,40,5,0,0,0,0,0,0,0,0
2640,2,9,1,0,28,0,41,9,0,0,0,0,0,0,0,0
2641,2,9,1,0,18,0,59,9,0,0,0,0,0,0,0,0
2642,4,17,6,0,38,4,106,51,1,0,0,0,0,0,0,0
2643,2,57,1,0,1501,0,374,57,39,0,0,0,0,0,0,0
2644,2,14,1,0,75,0,243,14,3,0,0,0,0,0,0,0
2645,4,38,6,0,237,4,297,110,7,0,0,2,0,0,0,0
2646,2,7,1,0,8,0,35,7,1,0,0,0,0,0,0,0
2647,4,12,6,0,32,4,245,36,4,0,0,0,0,0,0,0
2648,4,25,6,0,92,4,142,75,1,0,0,0,0,0,0,0
2649,4,35,6,0,433,4,181,105,5,0,0,0,0,0,0,0
2650,2,4,1,0,3,0,39,4,0,0,0,0,0,0,0,0
2651,4,27,6,0,123,4,378,79,7,0,0,1,0,0,0,0
2652,4,23,6,0,74,4,105,67,2,0,0,1,0,0,0,0
2653,2,4,1,0,3,0,18,4,0,0,0,0,0,0,0,0
2654,3,16,3,0,70,1,108,32,2,0,0,0,0,0,0,0
2655,1,2,0,0,1,0,16,0,0,0,0,0,0,0,0,0
2656,1,5,0,0,8,0,34,0,2,0,0,0,0,0,0,0
2657,2,4,1,0,3,0,21,4,0,0,0,0,0,0,0,0
2658,2,6,1,0,10,0,20,6,0,0,0,0,0,0,0,0
2659,2,29,1,0,374,0,138,29,4,0,0,0,0,0,0,0
2660,2,4,1,0,3,0,39,4,0,0,0,0,0,0,0,0
2661,1,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0
2662,3,6,3,0,6,1,24,12,0,0,0,0,0,0,0,0
2663,4,12,6,0,28,4,50,36,1,0,0,0,0,0,0,0
2664,2,6,1,0,6,0,22,6,0,0,0,0,0,0,0,0
2665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,4,15,6,0,26,4,114,43,0,0,0,1,0,0,0,0
2668,5,20,10,0,35,10,189,78,3,0,0,1,0,0,0,0
2669,2,22,1,0,156,0,176,22,3,0,0,0,0,0,0,0
2670,4,21,6,0,73,4,95,61,2,0,0,1,0,0,0,0
2671,13,50,76,2,138,265,347,555,7,31,20,5,2,1,0,0
2672,2,18,1,0,76,0,83,14,5,0,0,2,0,0,0,0
2673,3,19,3,0,75,1,74,36,2,0,0,1,0,0,0,0
2674,3,7,3,0,5,1,40,10,0,0,0,2,0,0,0,0
2675,3,17,3,0,68,1,61,30,2,0,0,2,0,0,0,0
2676,4,14,6,0,25,4,68,40,1,0,0,1,0,0,0,0
2677,3,10,3,0,14,1,54,20,0,0,0,0,0,0,0,0
2678,3,19,3,0,75,1,70,38,2,0,0,0,0,0,0,0
2679,6,22,15,0,31,20,111,108,1,0,0,1,0,0,0,0
2680,4,23,6,0,58,4,148,69,0,0,0,0,0,0,0,0
2681,6,57,15,0,454,20,480,283,13,0,0,1,0,0,0,0
2682,2,11,1,0,31,0,111,11,0,0,0,0,0,0,0,0
2683,2,4,1,0,3,0,20,4,0,0,0,0,0,0,0,0
2684,4,16,6,0,43,4,92,48,3,0,0,0,0,0,0,0
2685,6,36,15,0,137,20,430,178,7,0,0,1,0,0,0,0
2686,3,12,3,0,21,1,52,20,0,0,0,2,0,0,0,0
2687,3,8,3,0,7,1,59,10,0,0,0,3,0,0,0,0
2688,4,45,6,0,492,4,393,131,5,0,0,2,0,0,0,0
2689,2,10,1,0,24,0,50,10,0,0,0,0,0,0,0,0
2690,2,6,1,0,6,0,70,6,0,0,0,0,0,0,0,0
2691,4,59,6,0,1424,4,451,177,10,0,0,0,0,0,0,0
2692,2,6,1,0,6,0,70,6,0,0,0,0,0,0,0,0
2693,2,5,1,0,4,0,6,5,0,0,0,0,0,0,0,0
2694,3,4,3,0,1,1,134,8,0,0,0,0,0,0,0,0
2695,3,4,3,0,1,1,8,8,0,0,0,0,0,0,0,0
2696,2,7,1,0,11,0,69,7,0,0,0,0,0,0,0,0
2697,2,4,1,0,3,0,45,4,0,0,0,0,0,0,0,0
2698,4,41,6,0,428,4,237,123,5,0,0,0,0,0,0,0
2699,2,7,1,0,9,0,50,7,0,0,0,0,0,0,0,0
2700,2,8,1,0,13,0,23,8,0,0,0,0,0,0,0,0
2701,4,8,6,0,6,4,23,24,0,0,0,0,0,0,0,0
2702,4,11,6,0,18,4,79,33,0,0,0,0,0,0,0,0
2703,2,31,1,0,377,0,145,31,4,0,0,0,0,0,0,0
2704,2,6,1,0,10,0,38,6,0,0,0,0,0,0,0,0
2705,2,2,1,0,0,0,11,2,0,0,0,0,0,0,0,0
2706,4,39,4,2,372,1,185,82,4,35,2,0,0,1,0,0
2707,4,12,5,1,13,2,115,30,0,4,2,0,1,0,0,0
